ID,orig,dest,polyline
55,3,59,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCaAb@UcA_@eCs@qDKq@MMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBIuC@iBDoBZuEBa@Lf@\r@j@x@l@j@l@b@dA`@LD
56,3,60,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCaAb@UcA_@eCs@qDKq@MMIo@qAqHkBgKaI|CcK|DgBp@kA{Gy@uEmBwKI@AEYuAUFa@PZnBZ`Bc@Ru@aEw@oEqBeLWaAYs@w@{ARmA@_@Ce@GUQMIMEc@Q[WSMEc@Ce@DUGQIEI?S?YKEyAa@oB]gEw@oBWq@FUFYN_@RWJAFADQPCFNd@D??IO[IWKk@Iw@C{@BwAEAEh@BF^DM]E[?k@@O@MJSGYADENY|@G\?P
57,3,61,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCaAb@UcA_@eCs@qDKq@MMIo@qAqHy@mE
58,3,62,wplaGt|}pLz@j@ENCBE?EDo@xBEZI|@XXh@h@^M?RBLRXjDxDfAzArAzAf@r@K\a@jAq@xAwFrLuApCu@`BOp@CX
59,3,63,wplaGt|}pLWSOi@bAyAnAgBj@gAt@cB\_Ab@yAFi@Di@z@kBxBmGTs@n@iCn@{BbBcGfAaEbAkDh@cBb@o@r@m@I]EGSg@SaAAm@Dw@UYLKmAqB]c@]s@KSIKLIBEBGLYj@m@b@YTUH[Lg@Lc@j@gBFKDUZ_Bd@iBT}@T}ARg@Va@Xa@HWJg@L_@PUZ[R[Rw@J[\k@Zy@Vg@b@e@JYHUIEoAy@s@m@q@{@a@g@UImAaBsAcBsEgGmGsJ}AcC_BiCuCaFoCqEiDeGsAkC{B{HSi@q@iAmCoDh@y@z@wD}B_DuAoBQa@MMMKeD_AfAkIVgB\cCJ}@Fq@p@cLHSB[F]HWPYdAs@Dq@HW]BcARyDF^wC
60,3,64,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCaAb@UcA_@eCs@qDKq@MMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBIuC@iBDoBZuEH{@TcANkAAY@]ZoBV_BSGgB{@UOW[SSY_@Uc@q@cBgAsC`AeA~CgDd@e@Z{@hCsI`@s@h@aA
61,3,65,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCaAb@UcA_@eCs@qDKq@MMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBIuC@iBDoBZuEH{@TcANkAAY@]ZoBV_BSGgB{@UOEEBMH_@JYLUh@yARQ^cA|@yBr@qBj@uAjBmFlBsFb@kAx@cChAaDbAwC~BwGb@eAvCwG
62,3,66,wplaGt|}pLz@j@ENCBE?EDo@xBEZI|@XXh@h@^M?RBLRXjDxDfAzArAzAf@r@K\a@jAq@xAwFrLuApCu@`BOp@UhCEt@Cn@?~DAlEOdDo@hNc@|FyD]yFc@YC[GF^~@dFhAhGp@jDf@lC_@`@cDfHkA~B{BdFm@zA_BlEk@tA{@|AoAbB_@ZiAz@_BfATf@Vh@v@tAjCpDLj@?h@e@jCqBhLYdBEAA@U`A?DO\sDvEiAlACc@Ky@Ko@Mi@uAqDEOFE
63,3,67,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEaQ`HcA`@}CpAf@xBr@xC
64,3,68,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEaQ`HcGbCoAj@q@^w@j@u@v@iA~AiAvB}G`NwDlHeD|GcGrLiBlD
65,3,69,wplaGt|}pLz@j@ENCBE?EDo@xBEZI|@XXh@h@^M?RBLRXjDxDfAzArAzAf@r@K\a@jAq@xAwFrLuApCu@`BOp@UhCEt@Cn@?~DAlEOdDo@hNc@|FyD]yFc@YC[GF^~@dFhAhGp@jDf@lCfA|F\hC
66,3,70,wplaGt|}pLz@j@ENCBE?EDo@xBEZI|@XXh@h@^M?RBLRXjDxDfAzArAzAf@r@K\a@jAq@xAwFrLuApCu@`BOp@UhCEt@Cn@?h@o@]wBsA}@o@_AeA}@kAuBuBY_@cAyBIQWUmJrD_Ab@cAb@Q@iBBiB?i@GQ~CWhEI`Bu@K_Ei@mC]m@KY?_AOs@OSEcASeAKyBQqFa@eBOQGGEAP?NB^Wl@s@fAyApAk@dAgBtDW^eArAk@dAaAzAQT_A`AsA|@uAl@_Cd@kCd@sDTcHd@SDo@JcELcHBu@CSEYEeCIcCKcA?oAHw@JsBh@aBh@cA`@aAh@o@`@{@z@s@~AUx@StAOdBGbDFlCN~C?zASvBCVQMM?E@SHu@LgA\e@RW@MZ}@o@iEeDBGB[JG
67,3,71,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEaQ`HcGbCoAj@q@^w@j@u@v@iA~AiAvB}G`NwDlH{@dB{Ag@EhACFMJwJyEeCiAuDkB}FkCwEyBsBeAoBhCmGfIiLdOaDbEoDxEsQrUwH~J_DyEiAqAQK}IiDy@`G
68,3,72,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEm@ToOhGCQAY}I{_@mHg[a@iBOe@MwACmA@wCCwBIq@Om@Wi@]g@[Uc@Su@MkEi@YCMSAYEKkCeCiCeCeAaAMZo@|AOZHJBB?DELOb@TL|BxBz@r@j@Z^Lt@NrAVbC\L@?R?HB\HZP\PZFZc@|MEpBC|AQpAQh@]n@KR
69,3,73,wplaGt|}pLz@j@ENCBE?EDo@xBEZI|@XXh@h@^M?RBLRXjDxDfAzArAzAf@r@K\a@jAq@xAwFrLuApCu@`BOp@UhCEt@Cn@?h@o@]wBsA}@o@_AeA}@kAuBuBY_@cAyBIQWUmJrD_Ab@cAb@Q@iBBiB?i@GQ~CWhEI`Bu@K_Ei@mC]m@KY?_AOs@OSEcASeAKyBQqFa@eBOQGGEAP?NB^Wl@s@fAyApAk@dAgBtDW^eArAk@dAaAzAQT_A`AsA|@uAl@_Cd@kCd@sDTcHd@SDo@JcELcHBu@CSEYEeCIcCKcA?oAHw@JsBh@aBh@cA`@aAh@o@`@{@z@s@~AUx@StAOdBGbDFlCN~C?zASvBCVQMM?E@SHGIKOwAgATm@qAcAmB}AoA}@aHsFQGKCB`@R|BLhABP[`@IH
70,3,74,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIYZiBlBaF|E}BeCcAiA{A}AgGwGcAcAo@u@}BgC_CgCsCwCiAgASO]EM??RCGYe@CUCg@Ch@A`@A`@SvDy@|MWCuB[w@KoAQ?RE??@Cr@CDi@E?_@A?GdAEDG?ObEKfDWzJYxJEfAKbBWzA?T@d@@fAIhAKn@Oj@ExAHnAA`@It@E@GEQ?CJEb@E~@BJJXJnA@x@CnBKlA_@~Bo@vBoCdGsAlCk@xAsA|By@|@y@l@{@\y@Zu@FaBFsAIy@GeFiAeD_AsB]_B?sDVo@@aHp@iCT_CBkAEmH?{@ByAHg@Ji@Ry@h@m@f@e@j@[l@{EgFi@o@MISe@BIJa@p@sDn@yD?KBiAcACmAKkCSaAIb@eBl@_CK?OAOAK@{ApBgAvAoE`GgA|AWbAu@bE}@tEEH
71,3,75,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEaQ`HcGbCoAj@q@^w@j@u@v@iA~AiAvB}G`NwDlHeD|G
72,3,76,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEaQ`HcGbCoAj@q@^w@j@u@v@iA~AiAvB}G`NwDlHeD|GcGrLmIlP
73,3,77,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEm@ToOhGCQAY}I{_@mHg[a@iBOe@MwACmA@wCCwBIq@Om@Wi@]g@[Uc@Su@MkEi@YCMSAYEKmJ_JaLqKu@s@KEMCEQcB{Ay@lBCAUNi@lAgBhEGR@LJJRZHf@Ad@Qd@WTUDE?@F@BM?MABL@z@IrAgC[sCg@?f@gAbPsArSi@hImCa@e@hBGXMRMh@_AnD]vAEHoBhC_AnAoCz@qFfBaAXuAVk@Bc@GGVkAbD_CdJ{FlTQp@In@INMl@IZSb@IHeA~@]RuDxBSJKNQ^y@dAmE~DmCdCwPcK|@uDPq@
74,3,78,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEm@ToOhGCQAY}I{_@mHg[a@iBOe@MwACmA@wCCwBIq@Om@Wi@]g@[Uc@Su@MkEi@YCMSAYEKmJ_JaLqKu@s@KEMCEQcB{Ay@lBCAUNi@lAgBhEGR@LJJRZHf@Ad@Qd@WTUDE?@F@BM?MABL@z@IrAgC[sCg@?f@gAbPsArSi@hImCa@e@hBGXMRMh@_AnD]vAEHoBhC_AnAoCz@qFfBaAXuAVk@Bc@GGVkAbD_CdJ{FlTGR
75,3,79,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEaQ`HcGbCoAj@q@^w@j@u@v@iA~AiAvB}G`NwDlH{@dB{Ag@EhACFMJwJyEeCiAuDkB}FkCwEyBsBeAoBhCmGfIiLdOaDbEoDxEwPpT
76,3,80,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEaQ`HcGbCoAj@q@^w@j@u@v@iA~A]l@KRu@kB}@_CqAiDyAqDy@wBwBgF
77,3,81,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCaAb@UcA_@eCs@qDKq@MMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAGsA
78,3,82,wplaGt|}pLbDtB|GfEzBeJl@oBgBaAc@UV_Af@cBh@}A^{@p@YlAlEn@hCdArC`@pA|AxGv@|Cj@nBzA`Fl@rANLpAvCVv@PdABv@AtHHpCFjAFn@Tx@nA~CHf@|@xAZf@Lf@Jj@HpBLvC?rBCfE@bAFlAPrCBXEDA@?J@x@Er@Sv@Wn@GJoBpAs@b@OXQX]p@GTMdAYbCUfA
79,3,83,wplaGt|}pLWSOi@bAyAnAgBj@gAt@cB\_Ab@yAFi@Di@z@kBxBmGTs@n@iCn@{BbBcGfAaEbAkDh@cBb@o@r@m@I]EGSg@SaAAm@Dw@UYLKmAqB]c@]s@KSIKLIBEBGLYj@m@b@YTUH[Lg@Lc@j@gBFKDUZ_Bd@iBT}@T}ARg@Va@Xa@HWJg@L_@PUZ[R[Rw@J[\k@Zy@Vg@b@e@^aALg@Jc@\i@Xk@\gAn@qA^{AXaALq@VgAPk@Fa@B]Ni@N]T_AJwBGaCO}@Wo@I]Qi@S_AUy@Qe@Wc@_@m@i@qA[a@USEU?AIMNU\k@`AeBh@y@FMPSdAy@hNyK~JeInFiE
80,3,84,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEm@ToOhGCQAY}I{_@mHg[a@iBOe@MwACmA@wCCwBIq@Om@Wi@]g@[Uc@Su@MkEi@YCMSAYEKkCeCiCeCeAaAMZo@|AOZHJBB?DELOb@?JQxCgCa@oGy@ReDJ{A@IdBZ
81,3,85,wplaGt|}pLWSOi@bAyAnAgBj@gAt@cB\_Ab@yAFi@Di@z@kBxBmGTs@n@iCn@{BbBcGfAaEbAkDh@cBb@o@r@m@I]EGSg@SaAAm@Dw@UYLKmAqB]c@]s@KSIKLIBEBGLYj@m@b@YTUH[Lg@Lc@j@gBFKDUZ_Bd@iBT}@T}ARg@Va@Xa@HWJg@L_@PUZ[R[Rw@J[\k@Zy@Vg@b@e@^aALg@Jc@\i@Xk@\gAn@qA^{AXaALq@VgAPk@Fa@B]Ni@N]T_AJwBGaCO}@Wo@I]Qi@S_AUy@Qe@Wc@_@m@i@qA[a@USEU?AIMNU\k@`AeBh@y@FMPSdAy@xD{Ch@a@FU?WA[c@_AOa@F[N{@?Oz@kHn@oFFg@sBiA}BkAHw@r@iG`AgIJaAvAoLl@gFBUHUZ}Be@W{@Bq@?uBBG?
82,3,86,wplaGt|}pLbDtB|GfEzBeJl@oBgBaAc@UV_Af@cBh@}A^{@p@YlAlEn@hCdArC`@pA|AxGv@|Cj@nBzA`Fl@rANLpAvCVv@PdABv@AtHHpCFjAFn@Tx@nA~CHf@|@xAZf@Lf@Jj@HpBLvC?rBCfE@bAFlADl@aAReAPWCMQCG
83,3,87,wplaGt|}pLz@j@ENCBE?EDo@xBEZI|@XXh@h@^M?RBLRXjDxDfAzArAzAf@r@K\a@jAq@xAwFrLuApCu@`BOp@UhCEt@Cn@?h@o@]wBsA}@o@_AeA}@kAuBuBY_@cAyBIQWUmJrD_Ab@cAb@Q@iBBiB?i@GQ~CWhEI`Bu@K_Ei@mC]m@KY?_AOs@OSEcASeAKyBQqFa@eBOQGGEAP?NB^Wl@s@fAyApAk@dAgBtDW^eArAk@dAaAzAQT_A`AsA|@uAl@_Cd@kCd@sDTcHd@SDQBGYsAFmEJsCBaBCiDKwCMiAAcABK@
84,3,88,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEaQ`HcGbCoAj@q@^w@j@u@v@iA~AiAvB}G`NwDlH{@dB{Ag@EhACFMJwJyEeCiAuDkB}FkCwEyBsBeAoBhCmGfIiLdOs@~@
85,3,89,wplaGt|}pLz@j@ENCBE?EDo@xBEZI|@XXh@h@^M?RBLRXjDxDfAzArAzAf@r@K\a@jAq@xAwFrLuApCu@`BOp@UhCEt@Cn@?h@o@]wBsA}@o@_AeA}@kAuBuBY_@cAyBIQWUmJrD_Ab@cAb@Q@iBBiB?i@GQ~CWhEI`Bu@K_Ei@mC]m@KY?_AOs@OSEcASeAKyBQqFa@eBOQGGEAP?NB^Wl@s@fAyApAk@dAgBtDW^eArAk@dAaAzAQT_A`AsA|@uAl@_Cd@kCd@sDTcHd@SDo@JcELcHBu@CSEYEeCIcCKcA?oAHw@JsBh@aBh@cA`@aAh@o@`@{@z@s@~AUx@StAOdBGbDFlCN~C?zASvBCVQMM?E@SHGIKOwAgATm@qAcAmB}AoA}@aHsFQGKCCOESW]e@]a@S_AU]OsAUaAMcAOSBa@BUFQL[b@{@rBSZSPUNcBh@aB`@Q?c@@cEUG?
86,3,90,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEm@ToOhGCQAY}I{_@mHg[a@iBOe@MwACmA@wCCwBIq@Om@Wi@]g@[Uc@Su@MkEi@YCMSAYEKmJ_JaLqKu@s@KEMCEQcB{Ay@lBCAUNi@lAgBhEGR@LJJRZHf@Ad@Qd@WTUDE?@F@BM?MABL@z@IrAgC[sCg@?j@
87,3,91,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEaQ`HcGbCoAj@q@^w@j@u@v@iA~A]l@KRu@kB}@_CqAiDyAqDy@wBoCsGSSKCcHiAeB]UAIXAd@EL[jAiAlEYSGAK?EBmBdC
88,3,92,wplaGt|}pLWSOi@bAyAnAgBj@gAt@cB\_Ab@yAFi@Di@z@kBxBmGTs@n@iCn@{BbBcGfAaEbAkDh@cBb@o@r@m@I]EGSg@SaAAm@Dw@UYLKmAqB]c@]s@KSIKLIBEBGLYj@m@b@YTUH[Lg@Lc@j@gBFKDUZ_Bd@iBT}@T}ARg@Va@Xa@HWJg@L_@PUZ[R[Rw@J[\k@Zy@Vg@b@e@^aALg@Jc@\i@Xk@\gAn@qA^{AXaALq@VgAPk@Fa@B]Ni@N]T_AJwBGaCO}@Wo@I]Qi@S_AUy@Qe@Wc@_@m@i@qA[a@USEU?AIMNU\k@`AeBh@y@FMPSdAy@xD{Ch@a@FU?WA[c@_AOa@F[N{@?Oz@kHn@oFFg@sBiA}BkAHw@r@iG`AgIJaAvAoLl@gFBUHUZ}BPqCDYEUJgApCANE^w@|@sBb@}@zA{D~@cCBFD?HIJATDXw@d@Ap@?[AAW?eACEY@G??Bn@?r@{@`@AnACP?\i@v@g@XSHOPy@DUDiACe@]eBUi@g@s@IGq@g@AEAu@tADl@AjAAt@i@~BoBd@m@Xq@Jo@Bg@QaBBSPc@HUDUAOGgA@e@TkBNc@d@eBTe@V[FGAUFEFGXKVANBPAVOJEHM`@kAjG_TXOh@QBCpDoLDDFJLX@Nx@]RGJ@\b@PXNn@Pt@NOr@}@V{@@I^mATs@H[Sy@CW\}BAQXaA\cA?CCMEGAK~AcIVE`IOzBKj@IBLNf@L\APKZbDbEV\NP~DzE
89,3,93,wplaGt|}pLWSOi@bAyAnAgBj@gAt@cB\_Ab@yAFi@Di@z@kBxBmGTs@n@iCn@{BbBcGfAaEbAkDh@cBb@o@r@m@I]EGSg@SaAAm@Dw@UYLKmAqB]c@]s@KSIKLIBEBGLYj@m@b@YTUH[Lg@Lc@j@gBFKDUZ_Bd@iBT}@T}ARg@Va@Xa@HWJg@L_@PUZ[R[Rw@J[\k@Zy@Vg@b@e@^aALg@Jc@\i@Xk@\gAn@qA^{AXaALq@VgAPk@Fa@B]Ni@N]T_AJwBGaCO}@Wo@I]Qi@S_AUy@Qe@Wc@_@m@i@qA[a@USEU?AIMNU\k@`AeBh@y@FMPSdAy@hNyK~JeItDyCrAcArDwCl@[|AqA`A}@z@u@Oa@GIH_@ZaC|BoFfAiCB_@aAYo@g@bCaK`B{G\oAHYBg@@wCjA@\?Om@O}@SiBCgBG}KEkCFYb@c@t@_@RKt@[
90,3,94,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCaAb@UcA_@eCs@qDKq@MMIo@qAqHkBgKaI|CcK|DgBp@kA{Gy@uEmBwKI@AEYuAUFa@PZnBZ`Bc@Ru@aEw@oEqBeLWaAYs@w@{ARmA@_@Ce@GUQMIMEc@Q[WSMEc@Ce@DUGQIEI?S?YKEyAa@oB]gEw@oBWq@FUFYN_@Rq@Za@Vc@B{@Gi@Ck@Sc@Um@e@y@o@i@k@wCmFWe@YW}@a@qBq@s@[iDuAY[_BsB{@aAQOKOCBk@pAcAfCqB|EaC|Fs@bBeB}Ao@m@Ea@AOBSn@{A@M@KEYk@qB?[J]Ta@TKTGJOBK@]Oa@W]?GOSU{@O_AE]@c@FsBKsEGsCA]ByA@w@G_@Ek@@y@@a@Jk@R}@Ci@Mi@c@e@y@M]KQQOSOg@WeAYy@kAeDIQMGK@WNI@KEIKQg@w@f@s@\[PUN{BjAUN}@hAaE`G{BzDs@tACVm@`A
91,3,95,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEaQ`HcGbCoAj@q@^w@j@u@v@iA~AiAvB}G`NwDlH{@dB{Ag@EhACFMJwJyEeCiAuDkB}FkCwEyBaFaCsAq@wE}BOC}@a@{BcA
92,3,96,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIYZiBlBaF|E}BeCcAiA{A}AgGwGcAcAo@u@}BgC_CgCsCwCiAgASO]EM??RCGYe@CUCg@Ch@A`@A`@SvDy@|MWCuB[w@KoAQ?RE??@Cr@CDi@E?_@A?GdAEDG?ObEKfDWzJYxJEfAKbBWzA?T@d@@fAIhAKn@Oj@ExAHnAA`@It@E@GEQ?CJEb@E~@BJJXJnA@x@CnBKlA_@~Bo@vBoCdGsAlCk@xAsA|By@|@y@l@{@\y@Zu@FaBFsAIy@GeFiAeD_AsB]_B?sDVo@@aHp@iCT_CBkAEmH?{@ByAHg@Ji@Ry@h@m@f@e@j@[l@{EgFi@o@MISe@BIJa@p@sDn@yD?KBiAcACmAKkCSaAIb@eBx@{COq@aLwG_B_AiBkAUx@
